,label,tweet_text
762,other_useful_information,Sizable aftershocks from Napa earthquake rattle residents 
763,infrastructure_and_utilities_damage,2014/08/25 0654 Cleanup Efforts Underway after Major Earthquake in California  
764,injured_or_dead_people, heyyouapp California USA Torrance ÃÂ» 
765,other_useful_information, washingtonpost Heres a drones-eye view of the Napa Valley earthquake damage 
766,other_useful_information,Rosa A Look at Earthquakes Impact on California Region A look at strong earthquakes impa... 
767,injured_or_dead_people,"Nicholas Dillon, injured in the Napaquake, is on the road to recovery after surgery at UCDavis Childrens Hospital. "
768,other_useful_information,"USGS reports a M1.35 earthquake 38km W of Seeley, California on 8/25/14  192545 UTC "
769,other_useful_information,"Earthquake M 2.7 - 16km SSW of Hayfork, California DYFI? - ITime2014-08-25 215720 UTC2014-08-25 145720 ... "
770,other_useful_information,Northern California Quake No Way to Know When Next One ... 
771,other_useful_information, nicoleewayne USA ÃÂ» NEWS ÃÂ» 
772,infrastructure_and_utilities_damage,California wine country quake losses seen in the billions 
773,other_useful_information, janinebucks California USA Oakland ÃÂ» 
774,sympathy_and_emotional_support, WomeninAV Our thoughts/prayers for AVTweeps JMOTA3 james_speaker in recovery from napaearthquake. Pls support them and ITDRC in tÃ¢â¬Â¦
775,donation_needs_or_offers_or_volunteering_services,"Raiders Assist in Napa Earthquake Recovery Efforts The American Red Cross, Napa Valley Unified School Distric... "
776,injured_or_dead_people,Hospital treating 6 critically injured in South Napa Quake About 120 people are bein... 
777,infrastructure_and_utilities_damage,I didnt feel a thing. Even buildings with seismic retrofits damaged in Napa earthquake 
778,other_useful_information,UPDATE 6.0-magnitude earthquake hits California Bay Area 
779,infrastructure_and_utilities_damage,Skaters Make Best of Napa Earthquake by Shredding Buckled Streets 
780,other_useful_information,(Actualizate) Jawbone UP Data Shows How Many Woke Up During the Napa Earthquake 
781,infrastructure_and_utilities_damage,Napa Valley wineries sustain damage from 6.0 earthquake 
782,other_useful_information, Mullin_Around We now have more than 100 photos of earthquake damage from Napa 
783,other_useful_information,"VIDEO California shaken by earthquake An earthquake with a magnitude of 6.0 shakes northern California, caus... "
784,other_useful_information,Jawbone UP Data Shows How Many Woke Up During the Napa Earthquake 
785,other_useful_information, CarlBialik Why the USGS estimates of Napa earthquake damage have kept changing (25 times) -- and mostly rising. 
786,other_useful_information,"After earthquake, emergency declared by CaliforniaÃÂ Governor "
787,other_useful_information, DamatoK Just 10%-11% of California homes with homeowners insurance have earthquake coverage 
788,other_useful_information, tyleronemo ÃÂ¤ CAN 
789,other_useful_information, abc7newsBayArea Coming up on ABC7 News There are new concerns for students after the Napa earthquake. Watch online 
790,other_useful_information, AshwagSays Middle East logic of natural disasters   earthquake in California = its  a punishment    floods in Suadi Arabia = its a test
791,other_useful_information,"USGS reports a M0.9 earthquake 6km NW of The Geysers, California on 8/27/14  191002 UTC "
792,infrastructure_and_utilities_damage, janinebucks ÃÂ¦ 
793,other_useful_information,(Kuuky__frez) Businesses Quake Cleanup Shouldnt Deter Tourists Officials in California wine... 
794,infrastructure_and_utilities_damage,California Quake Means Big Damage For Napa Valley Wineries Its still too early to tell just how much the mag... 
795,other_useful_information, _com VIDEO Major fire as quake hits California 
796,injured_or_dead_people,finance financenews Quake in CaliforniaÃ¢â¬â¢s Wine Country Injures Dozens Ã¢â¬â ABC News 
797,other_useful_information,Northern California quake wont halt sporting events  
798,other_useful_information," ABSCBNNews More than 50,000 Pinoys affected by California quake "
799,infrastructure_and_utilities_damage, itvnews Buildings severely damaged and some uninhabitable after California earthquake 
800,infrastructure_and_utilities_damage,QUAKE HITS CALIFORNIA State of emergency issued as officials weigh damage VIDEO 6.0 earthquake strikes near Napa Valley   VIDEO Ca...
801,other_useful_information,Quake Damage - Drone Video Offers Aerial View of Napa Quake Damage 
802,other_useful_information,"Captain, N. California Cleaning Up After Strongest Quake in 25 Years "
803,injured_or_dead_people,Boy hurt in California quake Ã¢â¬ËI should beÃÂ deadÃ¢â¬â¢ 
804,not_related_or_irrelevant,Raw Aerial Look at Napa Quake Damage 
805,injured_or_dead_people,"Quake rocks California wine country, dozens injured "
806,donation_needs_or_offers_or_volunteering_services," PGE_Paul PGE4Me donates 400 lunches, breakfast food to NapaCoRedCross shelter to help NapaQuake victims. "
807,other_useful_information, tyleronemo ÃÂ¦ 
808,other_useful_information," earthquakesLA A 3.3 magnitude earthquake occurred 5.59mi SSW of San Pedro, California. Details "
809,not_related_or_irrelevant,USAHeadlines Northern California Quake No Way to Know When Next One Will Hit 
810,infrastructure_and_utilities_damage,Skaters Rip on Terrain Transformed by Northern California Earthquake 
811,donation_needs_or_offers_or_volunteering_services,Napa Valley Community Foundation may be able to help gather donations for the quake impacts like cfncw 
812,injured_or_dead_people,The San Francisco Earthquake In Wine Country Injured Dozens Of People - ... 
813,other_useful_information,Ã¢â¬ÅANIMALNewYork California earthquake creates opportunity for skaters in Napa. (photo via vickydnguyen) 
814,injured_or_dead_people,"Quake rocks California wine country, dozens injured "
815,other_useful_information,What Caused Californias Napa Earthquake? 8/25/2014 (Video) 
816,infrastructure_and_utilities_damage, nbcbayarea Meadowbrook Lane in Napa Skaters find upside to quake damage. Video 
817,other_useful_information,"Todays top stories on AmericasNewsroom airstrikes on Libya, Syria concerns, and CA earthquake damage. Tune in from 9AM to 11AM."
818,caution_and_advice,US US_News California earthquake quake WARNING California Earthquake Spurs Calls for Statewide Warning System 
819,injured_or_dead_people,"120 injured, 3 critical after Napa, California quake - USA TODAY USA TODAY120 injured, 3 critical after Napa,... "
820,other_useful_information,"Napa busisnesses still booming despite quake damage With the Labor Day holiday weekend just ahead, many in Napa... "
821,sympathy_and_emotional_support,Our thoughts and hearts are with all our Napa friends and those affected by the earthquake.
822,other_useful_information, heyyouapp Georgia USA Athens-Clarke County ÃÂ» 
823,infrastructure_and_utilities_damage, ICLRCanada Photos Show Damage Following Napa Earthquake 
824,other_useful_information,Napa earthquake could send tremors through Oregons wine country 
825,sympathy_and_emotional_support," megmaker Sending healing, stable thoughts to friends in Napa, esp. those who lost wine stocks. napa earthquake"
826,other_useful_information, HistoryInPics Scary Images From The 1989 Earthquake in California 
827,infrastructure_and_utilities_damage, BreakingNews California Highway Patrol checking crossings and bridges for obvious signs of structural integrity after quake - CHP_GolÃ¢â¬Â¦
828,injured_or_dead_people,More than 120 injured as quake strikes heart of California wine country Ã¢â¬â MontrealÃÂ Gazette 
829,other_useful_information,California Quake Means Big Damage For Napa Valley Wineries - Its still too early to tell just how much the magnit... 
830,injured_or_dead_people," myfoxla napaquake Update 220 injuries, 1 critical, 16 more bldgs red-tagged, over 100 yellow-tagged "
831,other_useful_information, News24lHOT Ã¢â¬Â¢ 
832,other_useful_information,Earthquake Warning Systems Exist. But California Wont Pay for One.  
833,infrastructure_and_utilities_damage,Officials estimate 6.0 earthquake that hit Californias wine country caused $1 billion in damage. 150 homes and buildings unsafe to occupy.
834,infrastructure_and_utilities_damage, TourismJournal California wine country quake losses seen in the billions A strong earthquake that jolted residents of Califo... 
835,infrastructure_and_utilities_damage, JeffreyGuterman MT vickydnguyen Skater finds upside to earthquake damage in Napa. Photo by Jeremy Carroll. 
836,caution_and_advice, ginalimp USA ÃÂ» NEWS ÃÂ» 
837,other_useful_information," earthquakesSF A 3.9 magnitude earthquake occurred 1.86mi WNW of American Canyon, California. Details "
838,other_useful_information," DanAshleyABC7 Brian Davis, college student, shared this shot with me of quake damage. Im reporting live from Napa at 4,5, and 6 "
839,infrastructure_and_utilities_damage," JustinRaimondo napaquake $100 million loss, many in hospital, homes burned &amp; damaged, but neocon davidfrum flips them off "
840,not_related_or_irrelevant,Skaters Make Best of Napa Earthquake by Shredding Buckled Streets 
841,donation_needs_or_offers_or_volunteering_services, RAIDERS Raiders to help Napa in earthquake recovery efforts... 
842,donation_needs_or_offers_or_volunteering_services,"amy_pfister AnnaKendrick47 Heard she was first in line to volunteer to help ""clean up"" the Napa quake mess."
843,caution_and_advice,California Governor Declares State of Emergency After Earthquake Northern California reacts to the largest ea... 
844,other_useful_information," quakenotices quake  2014-08-24 102044 UPDATED (M6.1) SAN FRANCISCO BAY AREA, CALIFORNIA 38.2 -122.3 (1cbfb) "
845,infrastructure_and_utilities_damage, AmberKTVU napaquake damage.  Broken chimneys and other problems KTVU  1029p 
846,other_useful_information, dravazed California Gov. Jerry Brown declares a state of emergency following 6.1-magnitude earthquake in Napa - 52 minutes ago
847,other_useful_information,"PBC News &amp; Comment California Uber AllesÃ¢â¬âEarthquake, Smart Phone Kill Switch, More... "
848,sympathy_and_emotional_support,The staff at SoNapa sends our thoughts to our friends in the Napa Valley  napaquake
849,sympathy_and_emotional_support,"Ã£â¬ÂUSGS BreakingÃ£â¬â M 1.3, 1km ESE of The Geysers, California "
850,other_useful_information, socialmediamind Napa earthquake as mapped by social media posts Mapping software company Esri creates a real-time interactive... 
851,other_useful_information," earthquakesSF A 6.1 magnitude earthquake occurred 3.73mi WSW of American Canyon, California. Details "
